MaxTemp,MinTemp,Humidity,Radiation,WindSpeed,Rainfall,ET_PM
24.36,20.36,79.1,65.89,45.02,17.24,18.132601448096338
26.21,20.78,91.1,66.38,42.55,18.93,18.29535668312688
27.05,19.35,94.2,74.4,37.79,16.35,20.56737410535438
25.95,19.26,95.5,75.9,39.02,18.2,20.96564396941543
26.81,18.63,89.6,52.6,26.14,19.63,14.649130159957151
28.76,18.82,79.5,52.63,22.04,19.43,14.696165776642149
30.89,20.28,85.0,56.96,21.26,17.42,15.91303732162377
22.58,17.42,86.8,62.97,39.87,17.73,17.385005290282972
24.48,16.18,92.2,69.41,32.56,19.05,19.251705070735117
25.87,17.01,92.2,62.11,31.59,18.93,17.23762208568887
30.29,19.45,74.4,44.44,18.5,19.0,12.437541706498198
31.08,20.67,63.59,37.94,16.33,18.93,10.633453002886528
31.02,20.18,64.43,38.86,15.37,18.92,10.897923390185374
26.53,18.89,93.1,57.92,31.87,18.18,16.071902078969405
24.35,17.99,93.1,71.8,41.98,15.4,19.796136058988555
23.58,16.64,92.4,73.1,47.76,12.72,20.081285379121432
19.56,14.9,92.7,78.4,60.23,10.94,21.369504237256365
22.24,14.99,87.6,65.17,34.74,16.93,18.050824935474772
24.88,15.18,92.0,64.38,31.78,17.07,17.86544246779278
21.86,15.95,91.7,70.6,46.01,13.51,19.415900242343614
22.44,16.34,93.9,78.0,45.96,15.02,21.451555175133315
17.98,15.6,92.9,78.0,59.48,4.778,21.27041806121995
22.79,15.5,93.6,76.7,39.17,12.68,21.184642163919783
17.92,14.8,94.5,78.7,56.06,3672.0,21.507168126228308
21.32,13.57,94.2,64.05,30.52,14.55,17.788021624529257
21.88,13.35,88.8,65.0,38.35,11.19,17.962564799066403
18.89,13809.0,92.4,79639.0,59.87,8243.0,23662.360930815612
20.88,14.1,93.1,79.4,42.14,10.63,21.889247329181796
23.18,16.36,89.3,69.76,42.31,11.37,19.229808302866925
22.71,17.6,93.5,72.3,47.18,12.21,19.86872267921061
21.95,16.53,94.7,81.8,55.35,9.81,22.364302461789062
23.31,15.17,95.3,78.4,40.19,14.79,21.640157543298148
18.71,13.55,95.2,86.7,61.28,4015.0,23.616187243200734
19.76,15.73,93.0,81.4,64.27,9.39,22.131383898728593
15.28,12.11,94.1,80.7,59.06,6.748,22.01236426429012
16.21,11.91,82.9,57.98,38.65,9.07,16.019680098286194
20.62,14.14,74.3,45.95,20.65,14.93,12.84224877250376
19.42,12.42,84.4,62.2,37.33,12.98,17.199990751680065
21.0,11.93,92.0,70.2,34.24,14.09,19.450016038624415
20.27,11.75,92.5,74.9,42.71,14.29,20.64125505909868
21.66,12.52,93.3,72.4,36.03,13.89,20.03676936996814
23.57,14.14,93.5,71.9,34.68,13.88,19.91545130314734
20.36,14.71,91.9,73.6,39.29,10.53,20.326916079304674
20.95,15.86,91.8,72.0,38.86,11.24,19.890458852342306
19.23,15.13,93.9,73.2,51.38,8.53,20.062948310196834
19.22,11793.0,95.0,73.68,37.23,11812.0,757.2032152200356
19.15,10.29,93.3,70.3,35.08,13.79,19.46729388531906
17.85,11.1,95.3,80.3,49.53,10.96,22.034428467108206
15.54,12.69,99.2,90.2,70.1,5394.0,24.434864195677367
17.24,12.21,99.5,87.9,63.71,10.37,23.906605410574514
16.8,13.51,94.8,83.2,68.83,5.753,22.556577599074025
18.86,12.99,96.8,75.7,41.0,6165.0,20.884131462142633
19.49,12.66,89.4,65.72,34.8,10.45,18.202368082840266
17.04,10.68,97.5,77.1,42.81,9.66,21.246027593116043
13.17,12.04,97.9,83.1,70.1,2.691,22.511550516706553
16.46,11753.0,97.1,75002.0,40.87,10785.0,21160.148618329495
17.25,10.36,96.6,69.34,30.42,12.23,19.258302800983138
16.0,10.79,90.3,64.91,39.1,11.99,17.929067513755765
16.99,10.39,95.2,79.4,48.34,4364.0,21.803773616948103
18.76,11.15,98.7,83.9,48.52,12.28,23.036785186482014
17.77,10.31,98.9,83.8,46.33,11.09,23.041062213468468
17.44,10.86,99.9,89.0,59.44,10.93,24.27034016036838
15.4,9.52,99.9,79.2,44.99,6216.0,21.79464854143054
13.95,8.2,99.1,88.1,62.94,4648.0,23.972511359976966
16.13,8.58,99.5,85.7,48.54,11.03,23.530693288662196
16.59,8.35,99.7,82.7,43.02,11.29,22.786103070293635
18.77,9.58,98.8,79.1,40.35,11.43,21.8310260825433
19.43,9.37,98.8,81.3,36.48,11.37,22.493252401582062
19.03,9.44,99.9,79.3,34.51,10.88,21.96731977862195
13.16,7.55,99.9,92.5,66.88,6198.0,25.108073765405873
16.32,9.57,99.9,82.3,43.07,7.7,22.675171612375543
17.78,9.45,98.5,75.6,33.95,11.16,20.949838691207542
17.78,8.44,98.4,77.4,38.74,10.26,21.383615598418594
17.51,8.28,98.5,74.4,39.74,11.25,20.541789880459522
18.38,9.13,97.0,73.9,35.36,10.72,20.46046306697044
16.2,8.72,98.6,79.9,41.77,10.68,22.032038939944183
19.78,10.59,98.7,57.08,15.79,7.52,16.002181224680115
17.66,12.18,68.37,46.21,24.77,9.13,12.881040929924595
14.14,6476.0,90.4,63.47,31.16,9.93,731.5628655310845
13.42,4.14,94.4,69.39,29.97,10.33,19.277720589148835
15.33,5227.0,93.2,63.16,24.38,11.04,324.9788533323201
23.39,11.24,88.3,56.12,23.15,10.98,15.65922132740646
22.02,9.99,92.3,67.17,24.02,11.31,18.73197293373039
18.45,8.96,94.1,65.39,29.7,11.41,18.169613799086495
16.47,9.32,91.4,69.25,35.03,11.12,19.177163089821054
13.82,7.93,98.5,82.1,44.95,11.56,22.593286901588677
11.64,7.9,98.7,91.5,72.2,4.65,24.754772253118723
14.14,7.54,98.7,69.73,36.69,10.88,19.289615452647325
14.8,8.82,95.5,65.69,42.08,9.98,18.11022985029958
15.27,6.332,96.8,71.0,33.16,10.26,19.68501200930719
14.94,5466.0,95.6,70.8,39.37,11.2,356.4854196733479
19.77,8.69,82.1,55.21,23.96,11.12,15.397397840769981
20.63,9.99,97.9,71.4,29.48,11.19,19.842286419923457
19.71,10.7,94.0,60.36,29.35,11.3,16.77570954189556
17.25,7.15,98.2,78.6,44.47,11.25,21.63667402691943
19.69,8.37,96.0,69.51,28.42,11.75,19.330126973843484
21.67,9.27,86.7,55.15,16.44,11.83,15.454801407118639
26.32,12.85,79.7,38.03,8.79,11.03,10.709889337656799
17.18,10.24,98.1,79.2,44.53,10.68,21.801021659677573
16.25,7.72,99.7,81.7,40.49,11.63,22.546585751381134
14.87,7.13,97.9,77.2,41.15,11.81,21.295881385599586
13.82,7.22,98.8,85.0,53.22,9.23,23.270001573248983
12.62,6799.0,98.5,81.9,58.68,9.33,239.8103073122227
13.43,6915.0,97.2,83.2,57.02,7.38,424.6561164388384
15.0,8.19,99.4,84.5,50.61,8.26,23.171037490835243
17.2,7.29,99.9,70.3,27.03,12.77,19.56707640501239
14.47,7.52,99.1,66.46,38.29,9.79,18.3663945823463
8.01,5.48,99.4,88.8,60.81,1849.0,24.195099626871034
12.64,9.47,82.5,69.55,56.43,7.71,19.002563251089953
13.61,8.72,98.2,80.0,53.95,11.17,21.891174882643803
13.08,5715.0,98.7,81.5,48.09,11.54,150.13025548081703
15.99,5642.0,98.4,76.0,30.83,12.53,121.47801262449029
16.38,7.15,97.9,80.5,42.41,12.53,22.18852929939127
16.98,6.861,98.7,76.8,26.97,13.0,21.377101468018683
17.44,7.52,99.5,76.4,32.48,12.9,21.191286050313643
16.91,7.94,98.9,81.3,45.33,12.53,22.36776784895304
14.34,7.31,99.8,85.1,50.89,10.85,23.33144985055417
15.66,6553.0,99.9,83.0,42.08,11.35,32.98794114871892
12.3,7.31,99.2,87.6,66.14,6.701,23.788994653645712
14.15,8.3,98.6,81.4,43.89,7.27,22.415631769358118
13.69,7.22,99.9,55.37,16.25,12.87,15.51819036239612
13.8,4692.0,93.4,53.79,7.39,14.53,93.96750833462308
14.47,4461.0,97.3,75.4,34.83,14.31,159.58572816611206
18.7,8.54,95.1,55.64,21.63,14.01,15.5402404365506
12.41,5.552,82.8,51.79,16.98,9.17,14.50818077764612
8.91,2767.0,47.59,29.29,12.59,15.1,423.5549204186838
6526.0,1.9,55.68,28.87,17.49,15.47,1886.2473250976059
11.52,5893.0,72.4,41.45,24.13,7.78,1444.6965543100428
15.6,11.06,52.27,37.37,22.53,15.29,10.43204361275301
15.79,11.17,78.8,42.97,21.4,10.63,12.003509936244003
9.18,3168.0,68.7,38.66,17.86,14.61,473.4584078383083
9.9,1435.0,95.0,64.32,27.22,14.94,32.67045059353218
14.2,3968.0,95.5,52.28,12.12,15.85,82.64257978620952
13.54,3828.0,75.5,47.53,12.06,16.31,360.0815675828668
10.82,607.0,76.3,40.53,6.462,15.33,12.095283067679105
10.23,461.0,82.9,42.97,8.99,16.72,12.307449760872148
13.07,5312.0,76.7,45.33,24.04,15.66,1072.8355807057894
11.9,4.64,94.8,64.62,42.04,12.03,17.815681569621344
12.49,4254.0,95.3,64.87,29.46,11.54,208.52321410029475
11.75,5.538,95.1,77.6,49.61,15.27,21.292434913337956
14.79,5938.0,97.6,77.5,39.94,15.27,227.58456942747233
16.77,6.748,98.7,67.22,28.63,14.89,18.690746934688313
13.54,6.622,96.9,75.1,43.38,13.34,20.6874537826926
13.0,6.116,97.5,79.5,46.5,11.84,21.85644778874423
14.65,5857.0,98.0,73.1,28.62,16.69,142.33344202575316
16.52,6561.0,94.2,53.09,16.31,18.08,246.15498320814362
17.56,7.35,72.3,38.89,11.91,18.54,10.930100994300291
18.75,8.29,79.9,48.88,22.89,18.4,13.641403434703824
22.98,12.31,75.4,35.51,12.57,18.39,9.975983017026044
19.36,11.85,94.2,58.92,25.37,17.62,16.417086745092853
16.71,10.49,99.5,79.8,39.41,17.16,22.037301027292276
18.6,9.48,99.5,71.8,34.09,18.2,19.89501678654559
20.2,10.83,97.1,67.17,23.22,18.73,18.741465239584894
15.31,9.63,97.7,78.1,44.93,15.69,21.49281498735304
19.8,9.77,97.1,66.48,33.26,19.01,18.430667943681478
21.19,12.31,90.2,58.02,29.53,19.46,16.123614923238897
18.68,11.55,95.0,69.54,38.14,12.12,19.219497821111986
18.29,9.9,98.5,71.6,17.43,18.93,20.051689332635366
13.79,7.91,96.4,55.4,27.42,19.9,15.416074353081946
20.4,10.38,98.1,56.21,15.43,18.63,15.761931120375309
15.84,9.84,91.5,69.08,37.27,15.69,19.10294442869357
15.5,8.57,95.9,65.41,26.69,20.07,18.210018266690312
17.23,8.22,95.8,68.39,26.83,20.66,19.037946408678447
21.06,10.1,94.5,56.8,16.56,21.41,15.915863260860641
21.45,11.66,67.01,40.83,18.95,21.84,11.423828269907052
23.24,12.81,67.65,37.69,12.97,22.17,10.585777778872101
20.86,12.49,65.21,38.58,18.29,22.08,10.798907805821855
20.53,11.38,91.3,53.11,26.16,21.98,14.790837815078595
21.19,11.78,95.9,64.99,24.34,20.1,18.120266780595465
21.78,12.54,88.5,54.75,17.22,22.34,15.33503112107793
16.82,10.43,96.8,63.51,28.26,21.8,17.66336967189728
12.87,7.91,97.4,81.6,52.73,10.68,22.34610710814227
14.98,8.6,98.8,78.6,44.53,14.86,21.63583944171819
16.81,9.68,99.1,76.0,37.47,22.92,21.013708803482444
18.48,11.11,97.5,59.62,26.94,22.35,16.595436193302838
16.19,11.41,93.6,61.93,41.6,9.98,17.078873704236045
16.56,11.16,96.9,78.1,51.13,16.22,21.409161062543657
17.76,12.85,77.2,54.38,38.79,21.36,15.02389726485393
18.75,11.79,91.5,59.32,33.99,23.42,16.438176490988955
18.35,13.05,81.4,56.17,37.19,23.42,15.534022432508067
18.81,13.03,92.9,61.18,32.93,21.83,16.96498128431253
19.87,11.69,94.3,56.89,22.62,21.18,15.8793301936152
21.25,12.96,91.3,54.7,22.55,16.69,15.268798101282611
22.38,12.93,95.4,62.64,30.99,20.97,17.39121119398624
21.78,13.81,88.8,61.26,30.86,23.08,17.009647450540907
19.68,12.8,93.1,65.46,36.79,16.3,18.1074089704324
19.75,12.54,92.1,68.19,37.79,16.71,18.85065251114096
18.21,12.5,90.4,58.48,34.94,24.62,16.195671698993287
17.61,11.42,82.3,48.71,22.89,25.3,13.59394350670299
18.94,10.64,91.5,53.4,22.82,23.04,14.903327370369094
21.65,12.56,84.0,48.51,19.29,26.38,13.569336689175987
25.81,15.9,83.5,46.53,11.23,26.07,13.083018675997355
24.51,17.82,73.5,37.06,14.9,21.39,10.395978368355463
23.5,16.49,82.7,44.34,27.01,25.47,12.342048483017516
19.54,13.0,78.6,57.8,34.06,12.98,16.016601019878657
16.7,12.56,82.3,47.44,26.15,20.05,13.212020459037912
19.49,13.91,67.86,46.14,28.88,22.64,12.828032920299098
15.5,11.04,73.7,45.86,25.16,20.67,12.780170350211211
16.34,11.85,50.39,31.38,17.76,27.65,8.786721662368521
21.92,14.94,57.94,28.96,15.04,27.64,8.123284935342086
23.97,16.92,59.58,32.83,8.05,24.81,9.250073446029873
18.47,15.17,53.14,44.43,34.33,26.59,12.310430571133855
23.82,17.45,56.82,41.03,27.72,25.98,11.416303247348973
24.63,16.92,70.9,48.25,29.45,25.13,13.40989798862306
23.24,16.69,77.5,48.35,30.39,19.87,13.429447535267812
25.75,18.52,69.17,38.49,21.01,26.92,10.75516605231014
23.87,17.77,90.5,47.82,17.96,28.08,13.38766943937546
26.35,16.77,94.0,52.37,18.08,28.25,14.660284438337387
28.98,19.15,91.0,37.93,8.17,27.89,10.685927178856065
27.98,19.23,89.6,44.75,10.97,27.08,12.584593772788566
20.95,15.05,93.2,59.96,34.0,16.25,16.615409705652933
16.71,12.01,79.3,53.65,39.24,16.38,14.817919856196225
19.08,10.56,87.6,57.05,24.42,22.01,15.905792314313663
19.66,11.81,86.3,50.42,20.83,28.43,14.089653880542857
22.04,13.61,94.8,54.2,24.94,29.04,15.1060933223861
23.76,15.91,96.6,54.38,22.48,28.96,15.18007183570814
24.29,17.18,75.4,43.84,25.54,25.51,12.214507791839718
21.66,16.17,83.2,52.5,37.45,14.55,14.51676734446273
23.44,16.05,90.1,52.03,22.81,26.66,14.521150209518957
24.88,16.85,73.1,44.82,26.46,28.61,12.480295766276377
28.18,19.63,71.1,38.94,21.26,24.36,10.879197930291516
29.57,21.81,54.27,30.31,12.09,28.49,8.518279320172288
28.65,21.56,55.16,30.85,15.88,29.67,8.649101681505705
29.04,21.94,60.33,36.95,22.07,29.82,10.318328647521515
31.41,22.36,73.9,39.74,18.67,28.51,11.121087153194395
34.17,24.32,58.81,32.45,11.29,28.5,9.124375707790687
28.91,22.31,83.2,50.96,32.1,25.79,14.139037933331256
28.71,20.56,99.2,57.13,35.15,28.71,15.819496006936165
25.88,18.47,90.5,55.03,25.33,27.8,15.333754522702774
28.18,19.76,97.7,59.36,26.25,27.17,16.530365470913523
30.5,20.19,89.7,66.17,19.8,22.49,18.503122269382903
27.31,19.08,93.3,46.04,23.39,26.28,12.844620276370932
21.53,15.46,56.37,39.7,23.42,22.53,11.076343418751197
23.57,17.15,59.57,34.6,16.82,30.85,9.694226115376576
26.0,18.28,64.52,35.43,17.55,30.94,9.922124240474268
29.3,21.03,60.9,34.36,17.34,30.56,9.62399463940395
28.84,20.8,55.43,34.81,17.14,30.66,9.751367488980389
29.37,20.94,82.4,43.93,21.07,27.47,12.274463812550094
31.35,21.74,86.5,48.63,14.75,28.27,13.642633882441427
28.64,21.68,77.1,43.81,21.8,28.42,12.235383870324611
26.4,20.15,64.63,46.38,24.06,23.44,12.93473472547623
28.44,20.52,72.7,48.69,27.71,28.92,13.547275583527284
28.12,20.93,68.73,45.76,22.66,19.87,12.773163973729199
29.44,22.15,65.72,35.35,17.75,19.48,9.898597254250063
30.69,23.18,57.21,27.53,11.03,30.24,7.742283831539143
33.18,24.65,50.75,28.19,15.47,27.83,7.905815895648757
30.35,24.57,65.61,43.14,30.23,26.87,11.984520588746038
29.96,23.19,78.1,49.38,30.7,29.07,13.713113828469927
30.81,22.52,95.9,60.24,28.43,29.69,16.752213991893175
35.44,25.61,89.2,45.3,11.16,30.98,12.737782679365475
38.06,28.79,88.7,32.55,11.75,29.31,9.149291354303255
29.83,24.96,58.49,39.11,22.95,28.74,10.915548636718801
27.65,21.85,77.5,47.65,27.64,20.03,13.25836895833006
34.31,25.4,80.7,37.72,15.21,29.71,10.57910349138754
35.57,28.41,59.5,29.13,13.15,30.97,8.181385250219359
26.93,21.81,53.34,35.15,24.86,31.05,9.798518694926525
26.4,19.63,74.9,46.7,25.86,30.88,13.00876658857168
26.99,20.33,79.7,42.3,20.55,29.41,11.822993278121107
28.84,21.89,67.21,44.55,24.6,30.23,12.420199188490994
32.13,23.9,75.2,43.06,23.45,30.15,12.013492507429763
29.24,22.75,87.1,55.2,27.51,29.8,15.359966839960824
32.99,25.14,98.3,56.04,22.92,27.13,15.639046221751224
35.29,25.86,74.6,40.28,13.88,27.95,11.306846271999259
33.98,25.38,89.7,50.94,20.25,26.86,14.240396355002904
30.69,23.74,93.7,64.08,28.7,26.19,17.81710711918415
34.24,25.36,87.1,47.52,22.12,26.13,13.26859107912122
32.01,25.21,61.31,37.94,20.4,20.57,10.606182801588243
35.22,27.18,57.58,33.65,18.26,23.59,9.420131455434444
38.19,28.67,63.65,38.36,11.48,23.19,10.784811163059224
40.5,30.86,65.26,27.77,6305.0,26.18,1.6474041255918195
39.58,30.67,64.46,22.98,8.56,26.4,6.473116280029347
37.93,29.75,73.2,27.07,12.08,26.17,7.607794604751559
30.22,23.99,46.66,29.09,17.94,27.9,8.145413820412877
29.17,21.9,78.6,48.44,24.52,26.07,13.504939562406008
31.34,23.05,73.9,44.11,15.68,25.41,12.367546299227556
34.05,23.9,79.0,50.35,19.26,27.23,14.084697619525995
36.75,27.26,84.8,32.16,12.08,27.73,9.03782790763322
29.96,24.38,85.4,45.23,26.02,27.38,12.597835846739304
31.79,24.17,93.7,64.71,38.86,25.38,17.87667666448396
34.97,25.99,92.1,52.17,12.42,25.76,14.657568207481809
33.19,25.46,87.6,55.23,30.55,26.11,15.33872849852232
36.95,26.47,92.8,49.24,5.0,25.01,13.900661886176831
36.75,25.9,83.5,42.85,7.17,21.59,12.079943303348832
31.4,25.05,78.5,52.05,25.67,26.06,14.50085449688881
37.72,26.97,80.6,49.03,17.79,25.44,13.728419759846318
41.43,29.11,90.0,46.11,5641.0,26.24,2.8303343089429447
29.49,24.18,92.4,73.1,49.49,25.14,20.059630764432526
28.25,23.18,83.5,67.59,46.12,24.02,18.587504793136212
28.84,23.28,84.0,47.68,27.71,26.47,13.265945061137053
32.2,24.42,59.01,30.94,14.08,27.8,8.684351960680187
33.65,25.73,54.36,30.99,16.41,26.99,8.685735805621512
36.48,26.34,65.59,37.31,17.81,28.67,10.447305200962234
32.0,24.74,80.9,48.66,18.77,29.18,13.61614793911826
31.07,24.23,93.1,71.4,47.56,28.14,19.616899063075007
28.7,23.17,91.7,66.97,43.86,24.15,18.442758333865818
28.64,22.35,83.2,53.63,25.58,28.18,14.941580564742427
32.07,24.94,60.24,37.02,13.76,27.87,10.39283316469217
31.22,25.1,87.0,51.44,33.97,27.9,14.255229124067837
34.44,26.06,89.8,52.87,17.93,27.69,14.801880976048908
35.24,26.25,72.3,39.56,10.09,29.41,11.13175683969266
32.85,25.13,85.3,52.96,27.78,29.23,14.734324599406296
32.6,25.23,83.1,57.08,39.21,27.49,15.766060850344308
35.55,26.79,76.0,52.0,28.48,26.02,14.461384924689451
38.27,27.93,74.2,49.8,21.98,21.74,13.907111352451428
37.17,28.66,87.2,46.35,13.16,21.06,13.016381176207
32.73,25.53,97.8,57.02,19.56,25.48,15.946799863230481
34.76,25.87,86.0,49.09,15.74,27.64,13.763027122069722
36.75,26.12,92.9,43.21,6776.0,27.21,2.2843022407801556
36.55,26.81,87.1,43.1,13.48,26.32,12.101209656901165
36.68,27.39,92.8,49.94,18.27,26.1,13.978480426240065
34.58,27.31,92.5,53.86,23.77,19.49,15.02277119842795
35.91,27.37,90.0,61.1,21.32,22.24,17.068930586616524
35.56,27.4,90.1,47.83,16.13,24.26,13.406334030315564
36.93,28.39,69.98,41.21,20.53,24.86,11.519229621282598
39.12,28.58,78.0,48.37,15.6,24.71,13.562738256925934
37.34,27.2,85.2,53.08,6.639,26.26,14.968960569727601
37.19,28.37,81.8,35.33,12.34,26.42,9.927085067373362
35.29,27.94,41.25,24.76,15.47,26.09,6.944512468162075
32.45,26.51,87.1,46.44,29.84,22.14,12.903473136858045
32.32,25.21,97.8,70.9,41.58,24.94,19.552793522898007
35.49,26.43,98.8,60.93,15.27,24.95,17.087240719114387
35.88,25.67,81.4,50.58,15.01,25.02,14.187525099716868
34.62,25.96,87.7,48.16,19.2,25.64,13.472380904080369
29.2,22.24,92.5,71.4,43.78,23.1,19.66363624679361
26.98,21.95,91.3,69.59,44.21,20.38,19.1600102520994
24.24,19.9,88.3,68.09,45.42,18.85,18.73282301704812
26.41,19.13,91.7,61.47,30.12,25.32,17.075989921875294
26.99,19.92,86.4,54.06,23.79,25.47,15.07841649934025
27.47,20.17,76.4,57.72,34.03,23.44,15.99514689604773
28.52,21.67,86.2,60.61,35.16,23.24,16.783594373861234
28.86,21.87,81.8,57.23,30.51,22.68,15.894660540828378
30.08,22.18,85.7,58.0,26.78,24.01,16.146627921336815
31.75,21.62,87.8,58.14,10.96,24.26,16.3502491947385
30.82,21.37,98.0,57.33,13.15,21.01,16.099590332777478
30.48,22.5,87.9,58.66,28.9,23.16,16.308272477547334
32.78,23.47,82.8,49.74,20.99,23.17,13.898558373111147
27.25,22.02,89.2,61.66,30.42,21.86,17.125630465440512
27.12,20.24,94.8,73.5,41.31,23.17,20.273381011435358
32.72,22.52,93.8,37.7,9.24,24.1,10.613796267716651
33.65,23.01,51.34,25.68,8.9,24.09,7.231974337331696
33.11,23.04,71.0,44.08,15.75,20.88,12.35868403917825
30.04,23.2,74.4,49.04,26.87,10.05,13.651991481583527
29.23,22.74,91.4,65.04,39.94,18.22,17.955657184994365
25.62,21.59,88.0,72.8,58.59,18.48,19.863945533972043
28.97,21.95,90.7,71.1,45.91,20.51,19.55485701574154
31.13,22.52,96.4,73.5,39.93,21.56,20.291028847316436
34.38,25.54,96.6,45.16,13.69,21.61,12.677619446637415
29.18,24.16,73.6,31.67,9.5,16.42,8.914940820218463
28.11,20.82,74.0,39.15,16.95,22.26,10.967932509434862
26.22,19.94,75.7,50.23,29.45,13.23,13.960122778573801
21.94,18.56,90.9,78.4,60.91,7.97,21.36061089394678
18.58,16.42,99.0,88.2,68.77,4284.0,23.912830511445552
18.04,14.19,99.5,88.0,68.76,8.54,23.85872556216811
22.53,16.48,99.6,78.1,46.96,14.26,21.46529755650392
24.55,17.1,99.9,81.8,45.13,20.8,22.508144362632933
26.07,18.4,99.9,72.4,35.96,20.13,20.03747472284066
25.74,18.14,95.5,63.45,33.71,20.09,17.585713225974246
26.74,19.09,94.2,62.19,26.99,19.99,17.3103809767809
25.28,18.94,97.1,73.2,41.02,18.25,20.19421031631421
27.38,20.0,99.9,80.1,46.72,19.33,22.018300872676708
29.1,21.03,99.6,70.6,34.35,19.1,19.559287709008842
31.81,21.67,96.9,64.78,20.06,19.32,18.111247151859498
31.15,22.17,88.4,52.82,22.06,19.18,14.748853795473876
30.31,21.29,88.1,59.04,23.73,14.25,16.46803652375275
29.38,21.5,82.7,59.86,29.51,15.65,16.635595605869916
26.08,19.13,93.8,64.64,30.71,15.2,17.94977344857941
23.58,16.74,96.4,78.2,39.97,10.13,21.58792458713894
23.97,16.9,97.1,59.64,28.48,14.65,16.584748630589655
20.96,15.92,94.2,66.77,46.54,6907.0,18.35638544560796
22.04,14.19,98.1,75.0,39.43,16.94,20.711537563037705
24.7,15.8,97.2,67.47,29.79,16.01,18.746465280064648
26.68,19.08,92.5,64.41,37.96,15.25,17.803891028766007
21.22,17.34,92.0,64.43,32.81,6.429,17.867612776611946
15.53,13.64,97.5,86.9,63.48,3355.0,23.63810099986542
20.82,15.42,79.3,61.43,28.94,16.26,17.077926244296744
23.31,15.86,94.6,70.8,44.62,16.43,19.487856908261286
24.28,16.47,93.9,71.7,40.55,16.19,19.786384872807115
19.26,14.57,98.4,88.8,47.81,4.866,24.39310829602323
17.66,14.62,99.3,91.0,72.5,4347.0,24.614915144833486
20.42,15.15,99.9,86.4,59.63,11.19,23.558523368249148
22.22,15.36,99.9,68.36,37.92,14.36,18.895876128571977
17.04,11.35,91.2,59.12,19.44,16.31,16.535418037088807
17.56,9.52,93.7,74.5,40.5,14.17,20.55963761179006
14.8,10.78,99.8,89.4,69.92,5471.0,24.22082607536481
18.9,13.52,99.9,67.33,42.6,12.54,18.556166411312816
21.53,14.03,91.3,67.29,45.02,14.99,18.51715988282297
20.09,13.39,93.8,72.7,34.87,11.7,20.13458035894616
23.21,18.97,99.9,78.5,58.95,8.04,21.413543814953247
25.38,21.41,97.6,65.37,48.55,9.58,17.948684076190606
20.22,16.21,98.4,76.7,50.11,9.55,21.03883308912949
12.1,10.77,98.9,93.8,84.0,3056.0,25.19275522054557
14.09,12.21,98.2,85.7,77.3,2075.0,23.112591302055524
15.14,13.63,95.3,85.5,80.2,4779.0,23.017565168768392
15.67,13.93,99.9,95.9,90.2,3.25,25.658832774891934
18.69,12.86,99.9,77.1,40.33,13.87,21.279282201210574
12.17,9.35,95.8,79.9,61.12,3935.0,21.766045714669584
14.35,11.59,94.9,73.7,53.17,3757.0,20.177225321781687
15.09,12.05,99.2,70.1,36.99,3085.0,19.388276536121385
18.76,13.36,99.8,87.0,61.29,11.73,23.697552333962683
17.11,14.18,98.9,89.5,62.97,6964.0,24.353022376009047
17.07,13.94,99.7,93.3,76.3,9.14,25.17773359446962
17.46,12.0,99.9,88.5,64.04,7.46,24.06482488152183
16.13,11.34,99.9,93.0,71.0,6246.0,25.179276955961633
18.04,12.36,99.9,88.1,57.76,10.65,24.050154995839172
18.89,12.41,99.9,86.2,45.45,12.4,23.714065797635506
17.17,11.34,99.9,91.1,58.77,11.39,24.853415233156035
15755.0,9825.0,99.9,88.9,58.45,11.82,56.735113074229886
18.83,11.08,99.9,85.5,51.91,10.46,23.426104306919584
17.66,12.1,99.9,86.4,50.06,5916.0,23.700219320481338
14.41,9.11,99.9,62.57,29.43,11.75,17.388918800638496
12.77,8.31,76.2,46.24,29.44,12.54,12.850899704801765
13.42,7.32,83.5,52.76,25.58,12.44,14.698853388985963
10.18,3907.0,93.7,68.84,38.38,7.37,307.30865298870464
12.09,3745.0,95.2,72.1,36.38,10.93,214.20258301461263
13.42,4303.0,98.5,76.8,39.17,11.83,103.01076309286987
15.86,5.486,97.5,64.62,21.65,11.96,18.04807222427655
18.18,9.99,89.2,56.11,20.17,12.22,15.686240892405332
15.48,9.73,99.1,57.7,19.52,5646.0,16.13732869804843
12.17,5697.0,99.5,85.5,59.44,6651.0,83.3715111719298
15.93,9.19,99.9,88.7,57.28,7.51,24.2212183330063
18.18,9.97,99.9,81.4,39.47,11.32,22.47828836302325
14.34,7.49,99.9,85.4,54.42,9.88,23.36189356078948
15.53,7.09,99.9,85.2,46.88,10.09,23.41785204420688
14.34,7.55,99.6,80.2,45.22,10.72,22.066640262091553
14.0,7.75,99.9,86.2,52.42,9.68,23.61033706210575
14.67,8.18,99.9,87.6,56.61,10.64,23.930873797700773
17.93,10.02,99.9,75.6,44.41,9.62,20.811593690033238
20.82,14.94,92.4,70.2,50.57,8.54,19.250566692115303
20.43,15.31,93.4,67.7,47.39,8.34,18.602124690121737
20.12,12.88,91.3,72.1,47.53,4954.0,19.809416858700523
18.58,11.45,98.8,81.0,53.65,8.93,22.168976168552362
20.03,11.1,99.9,87.6,46.99,10.78,24.075842778626395
18.04,9103.0,99.9,79.7,39.35,8.7,34.91119629945012
